年份,地区,文本总词频,环保词频_总计,环保词频_污染防治,环保词频_绿色低碳,环保词频_生态保护,环保词频_环境监管,环境规制强度_Z1,地区_归一化,人均地区生产总值（元）,地区生产总值（万元）,常住人口城镇化率（%）,第三产业增加值占GDP比重（%）,生活垃圾卫生填埋场处理量（万吨）,生活垃圾焚烧厂处理量（万吨）,无害化处理量（万吨）,生活垃圾清运量（万吨）,市容环卫专用车辆设备总数（台）,市容环境卫生投资（万元）,第一产业占比(2022),第二产业占比(2022),第三产业占比(2022)
2017,潍坊市,4085,29,2,10,6,11,0.7099143206854345,潍坊,62553.0,58549200.0,,,11.1,51.09,62.19,62.19,584.0,,,,
2018,潍坊市,3566,50,3,5,20,22,1.4021312394840155,潍坊,65721.0,61567800.0,,47.15,2.05338,66.26967,68.32305,68.32305,689.0,502.1,,,
2019,潍坊市,7941,101,18,15,20,48,1.2718801158544264,潍坊,60760.0,56890000.0,,50.62,8.8447,67.12261,85.73458,85.73458,820.0,500.0,,,
2020,潍坊市,3791,23,4,3,5,11,0.606700079134793,潍坊,62524.0,58720000.0,,51.57,6.9615,68.17753,75.13903,75.13903,927.0,18631.0,,,
2021,潍坊市,5849,57,8,14,12,23,0.9745255599247734,潍坊,74606.0,70110000.0,,50.65,0.0,80.5846,80.5846,80.5846,1121.0,25756.0,,,
2022,潍坊市,10931,118,13,39,31,35,1.0794986734973926,潍坊,77655.0,73060000.0,,49.17,0.0,78.4219,78.4219,78.4219,1143.0,2920.0,8.85,41.97,49.17
2023,潍坊市,4582,55,5,12,19,19,1.2003491924923615,潍坊,80970.0,76060000.0,66.12,50.53,0.0,76.67678,86.64347,86.64347,892.0,0.0,,,
2013,烟台市,4414,64,9,21,16,18,1.449932034435886,烟台,86235.0,56138700.0,,37.72,52.76,,52.76,52.76,403.0,19000.0,,,
2014,烟台市,3056,24,4,4,7,9,0.7853403141361256,烟台,85795.0,60020788.0,,39.91,54.06,,54.06,54.06,413.0,3254.0,,,
2015,烟台市,5230,69,9,12,24,24,1.3193116634799236,烟台,91979.0,64460800.0,,41.6,119.9,,119.9,119.91,398.0,1050.0,,,
2016,烟台市,4911,57,10,5,26,16,1.1606597434331094,烟台,98388.0,69256587.0,,43.27,40.37,43.34,83.71,83.71,414.0,1263.0,,,
2017,烟台市,5014,72,9,11,24,28,1.4359792580773834,烟台,103771.0,73435300.0,,,31.74,48.1,82.09,82.09,572.0,2576.0,,,
2018,烟台市,5239,80,10,11,29,30,1.5270089711777055,烟台,110231.0,78325800.0,,44.41,14.5531,72.4937,90.7208,90.7208,600.0,100.0,,,
2019,烟台市,5385,83,7,11,36,29,1.5413184772516249,烟台,107343.0,76530000.0,,51.19,13.7526,75.8899,94.8897,94.8897,649.0,,,,
2020,烟台市,5586,80,11,12,27,30,1.4321518080916578,烟台,110058.0,78160000.0,,51.83,12.4917,86.793,103.4053,103.4053,857.0,53996.0,,,
2021,烟台市,5428,76,9,19,16,32,1.400147383935151,烟台,122818.0,87120000.0,,51.5,3.4293,109.4983,118.0602,118.0602,1272.0,1965.0,,,
2022,烟台市,5969,99,6,44,19,30,1.6585692745853575,烟台,134581.0,95160000.0,,50.77,0.0,108.114,113.6507,113.6507,1266.0,6500.0,6.96,42.27,50.77
2023,烟台市,6091,118,4,74,22,18,1.93728451814152,烟台,144241.0,101620000.0,69.23,51.05,0.0,111.37114,118.80967,118.80966,1339.0,3500.0,,,
2013,玉林市,4692,83,13,15,29,26,1.7689684569479966,玉林,17096.0,11984584.0,,35.71,16.34,,16.34,16.34,50.0,4405.0,,,
2015,玉林市,4496,81,13,13,24,31,1.8016014234875448,玉林,25444.0,14461253.0,,38.13,23.18,,23.18,23.18,65.0,6492.0,,,
2016,玉林市,6463,96,14,20,38,24,1.4853783072876374,玉林,27111.0,15538300.0,,39.3,28.89,,28.89,28.89,74.0,7733.0,,,
2017,玉林市,5235,82,4,12,29,37,1.566380133715377,玉林,29387.0,16995423.0,,,25.38,,25.38,25.38,186.0,7238.0,,,
2018,玉林市,5761,113,8,24,38,43,1.961465023433432,玉林,27708.0,16154571.0,,48.38,22.1555,0.0,22.1555,22.1555,174.0,23139.0,,,
2019,玉林市,6084,133,18,18,32,65,2.186061801446417,玉林,28647.0,16800000.0,,52.83,14.55821,3.82653,18.38474,18.38474,183.0,9643.39,,,
2020,玉林市,6948,99,11,14,25,49,1.4248704663212437,玉林,30397.0,17610000.0,,54.23,0.0,27.51303,27.51303,27.51303,183.0,325.0,,,
2021,玉林市,5510,58,6,16,19,17,1.0526315789473684,玉林,35639.0,20710000.0,,51.42,0.0,29.7253,29.7253,29.7253,190.0,15629.0,,,
2022,玉林市,6550,105,18,23,21,43,1.6030534351145038,玉林,37245.0,21670000.0,,51.27,0.0,33.9281,33.9281,33.9281,190.0,6892.0,19.87,28.86,51.27
2023,玉林市,7281,103,14,23,32,34,1.414640846037632,玉林,37682.0,21940000.0,52.1,53.44,0.0,33.3784,33.3784,33.3784,190.0,0.0,,,
2013,珠海市,4958,99,11,20,37,31,1.9967728922952803,珠海,152512.0,16623757.0,,46.33,47.8,18.83,66.63,66.62,345.0,3162.0,,,
2014,珠海市,5247,74,7,8,27,32,1.4103297122165046,珠海,116537.0,18672129.0,,47.37,58.87,21.29,80.16,80.16,407.0,484.0,,,
2015,珠海市,7290,111,8,17,40,46,1.5226337448559673,珠海,124706.0,20254111.0,,48.04,60.97,20.53,81.5,81.5,436.0,250.0,,,
2016,珠海市,7085,91,8,14,44,25,1.2844036697247707,珠海,134546.0,22263708.0,,49.54,42.8,27.65,87.58,87.58,601.0,9010.0,,,
2017,珠海市,6109,66,6,8,25,27,1.080373219839581,珠海,155502.0,26751800.0,,,26.95,66.19,93.14,93.14,668.0,16669.0,,,
2018,珠海市,6074,90,15,8,36,31,1.481725386894962,珠海,159428.0,29147350.0,,49.09,32.58408,66.00906,98.59314,98.59315,872.0,2359.14,,,
2019,珠海市,7073,98,16,14,20,48,1.3855506857062068,珠海,175533.0,34360000.0,,53.84,53.54121,64.75393,118.29514,118.29514,905.0,60093.0,,,
2020,珠海市,4827,72,8,3,15,46,1.4916096954630205,珠海,145645.0,34820000.0,,54.88,16.32763,91.81309,108.14072,108.14072,1008.0,3269.92,,,
2021,珠海市,7295,74,10,11,15,38,1.0143934201507885,珠海,157914.0,38820000.0,,56.65,0.0,115.41394,115.41394,115.41394,1425.0,30357.0,,,
2022,珠海市,7173,73,10,10,19,34,1.0177052837027742,珠海,163654.0,40450000.0,,53.81,0.0,108.26116,113.32649,113.32649,2021.0,57436.0,1.50,44.69,53.81
2023,珠海市,7922,84,10,21,30,23,1.0603382984094925,珠海,170306.0,42330000.0,90.87,54.13,0.0,113.52895,121.16554,121.16554,1593.0,3444.0,,,
2013,盐城市,5076,129,12,26,37,54,2.541371158392435,盐城,42178.0,34755000.0,,38.85,,23.89,23.89,23.89,113.0,500.0,,,
2014,盐城市,5401,95,7,22,22,44,1.7589335308276246,盐城,53115.0,38356200.0,,40.77,,33.54,33.54,33.54,138.0,1550.0,,,
2015,盐城市,4793,116,4,39,26,47,2.420196119340705,盐城,58299.0,42125000.0,,42.08,,41.17,41.17,41.18,280.0,2150.0,,,
2016,盐城市,5135,127,2,39,38,48,2.473222979552093,盐城,63278.0,45760800.0,,43.53,,45.83,45.83,45.83,299.0,2163.0,,,
2017,盐城市,4966,125,9,23,44,49,2.517116391461941,盐城,68938.0,50826900.0,,,,59.91,59.91,59.91,380.0,,,,
2018,盐城市,4823,111,5,28,46,32,2.3014721127928675,盐城,75987.0,54870800.0,,45.15,11.3661,38.5891,49.9552,49.9552,341.0,50.0,,,
2019,盐城市,4942,134,11,30,53,40,2.711452853095913,盐城,79149.0,57020000.0,,47.54,13.02,42.7939,55.8139,55.8139,457.0,0.0,,,
2020,盐城市,4764,117,10,22,42,43,2.455919395465995,盐城,88731.0,59530000.0,,48.93,0.0,85.1805,85.1805,85.1805,621.0,17300.0,,,
2021,盐城市,4804,107,3,29,43,32,2.2273105745212325,盐城,98593.0,66170000.0,,48.3,0.0,72.56146,72.56146,72.56146,765.0,75399.0,,,
2022,盐城市,4974,112,8,47,38,19,2.251708886208283,盐城,105647.0,70800000.0,,47.43,0.0,75.7235,75.7235,75.7236,784.0,13543.0,11.21,41.35,47.43
2023,盐城市,5411,129,7,55,37,30,2.384032526335243,盐城,110681.0,74040000.0,66.3,48.67,0.0,89.88657,89.88657,89.88657,847.0,17619.0,,,
2013,盘锦市,3137,35,1,2,21,11,1.1157156518967166,盘锦,104733.0,13510562.0,,24.07,23.0,,23.0,23.0,139.0,,,,
2014,盘锦市,3659,49,6,4,30,9,1.339163705930582,盘锦,90615.0,13039536.0,,34.51,21.9,,21.9,21.9,139.0,,,,
2015,盘锦市,5277,67,4,1,31,31,1.269660792116733,盘锦,87351.0,12565377.0,,36.89,21.35,,21.35,21.35,139.0,,,,
2016,盘锦市,5284,96,7,20,40,29,1.8168054504163516,盘锦,70110.0,10071351.0,,42.44,20.3,,20.3,43.77,185.0,,,,
2017,盘锦市,4868,54,2,5,27,20,1.1092851273623665,盘锦,75682.0,10872000.0,,,20.55,,20.55,20.55,205.0,,,,
2018,盘锦市,5489,93,6,13,42,32,1.6942976862816543,盘锦,84602.0,12165782.0,,41.39,22.52692,0.0,22.52692,22.52692,305.0,,,,
2019,盘锦市,9885,140,8,4,62,66,1.4162873039959536,盘锦,88983.0,12810000.0,,38.49,26.56802,0.0,26.56802,26.56802,382.0,,,,
2020,盘锦市,5988,97,5,9,48,35,1.6199064796259186,盘锦,93802.0,13040000.0,,37.12,36.58638,0.0,36.58638,36.58638,340.0,17651.0,,,
2021,盘锦市,5988,97,5,9,48,35,1.6199064796259186,盘锦,99443.0,13830000.0,,38.68,41.05261,0.0,41.05261,41.05261,331.0,28110.0,,,
2022,盘锦市,4669,88,11,22,22,33,1.884771899764404,盘锦,100347.0,13940000.0,,37.25,0.0,35.8711,35.8711,35.8711,366.0,12850.0,7.88,54.87,37.25
2023,盘锦市,5214,90,8,20,29,33,1.726121979286536,盘锦,99717.0,13820000.0,78.71,41.89,0.0,36.88196,36.88196,36.88196,361.0,347.0,,,
2013,石家庄市,5669,97,21,19,23,34,1.7110601517022404,石家庄,48491.0,48636583.0,,41.44,35.04,31.51,66.55,81.6,495.0,199.0,,,
2014,石家庄市,7000,111,30,19,29,33,1.585714285714286,石家庄,48970.0,51702653.0,,43.81,6.9,63.46,70.36,99.04,685.0,10568.0,,,
2015,石家庄市,6752,110,21,21,23,45,1.6291469194312798,石家庄,51043.0,54405988.0,,45.84,7.59,72.06,79.65,83.25,898.0,40418.0,,,
2016,石家庄市,6817,106,15,18,34,39,1.5549361889394162,石家庄,55177.0,59277293.0,,46.44,36.2,59.76,95.97,95.97,962.0,1937.0,,,
2017,石家庄市,6655,108,20,12,35,41,1.622839969947408,石家庄,57024.0,61770284.0,,,27.87,74.28,102.15,102.15,974.0,4843.0,,,
2018,石家庄市,6344,94,13,13,29,39,1.4817150063051705,石家庄,55723.0,60826180.0,,55.51,38.62671,72.06914,110.69584,110.69584,1465.0,21005.0,,,
2019,石家庄市,6176,98,19,9,27,43,1.5867875647668397,石家庄,52859.0,58100000.0,,60.74,42.89326,75.25299,127.83795,127.83795,1633.0,11365.49,,,
2020,石家庄市,6115,88,12,6,32,38,1.4390842191332789,石家庄,52961.0,59350000.0,,62.19,4.66174,112.2064,127.2487,127.2487,2032.0,20715.0,,,
2021,石家庄市,7032,104,14,18,38,34,1.4789533560864618,石家庄,57830.0,64900000.0,,59.75,0.0,120.02054,134.17696,134.17696,1935.0,2234.0,,,
2022,石家庄市,6731,97,11,20,22,44,1.4410934482246325,石家庄,63319.0,71010000.0,,59.27,0.0,119.26375,134.7808,134.78083,2071.0,88158.0,7.86,32.87,59.27
2023,石家庄市,5891,62,5,8,13,36,1.0524528942454592,石家庄,67099.0,75340000.0,72.28,61.69,0.0,133.52299,157.53147,157.53147,2249.0,9149.0,,,
2013,福州市,4439,63,5,10,20,28,1.4192385672448748,福州,71427.0,46784951.0,,45.8,34.5,57.17,91.67,92.62,476.0,2293.0,,,
2014,福州市,4488,91,16,15,24,36,2.027629233511586,福州,69995.0,51691647.0,,46.45,38.1,58.5,96.6,100.62,510.0,14000.0,,,
2015,福州市,4819,91,14,15,28,34,1.8883585806183856,福州,75259.0,56180844.0,,48.66,52.1,53.8,105.9,105.9,457.0,11198.0,,,
2016,福州市,5743,101,16,22,40,23,1.75866271983284,福州,82251.0,61976395.0,,50.26,52.89,54.27,107.16,108.24,608.0,4027.0,,,
2017,福州市,5206,84,13,11,30,30,1.6135228582404917,福州,93290.0,,,,91.13,67.54,158.67,158.69,644.0,6973.0,,,
2018,福州市,5260,93,13,15,36,29,1.7680608365019013,福州,102037.0,78568123.0,,52.91,90.2147,74.4547,164.6694,164.6694,860.0,14428.17,,,
2019,福州市,4979,75,9,12,26,28,1.506326571600723,福州,120879.0,93920000.0,,53.61,100.92513,72.62814,173.55327,173.55327,1039.0,3780.0,,,
2020,福州市,5072,94,9,9,32,44,1.8533123028391167,福州,121015.0,100200000.0,,56.07,35.80504,115.96171,151.76675,151.76675,1207.0,105948.0,,,
2021,福州市,5355,84,12,6,27,39,1.568627450980392,福州,135298.0,113240000.0,,56.5,2.76207,154.50245,157.26452,157.26452,1297.0,86259.0,,,
2022,福州市,6166,86,15,15,29,27,1.3947453778786896,福州,145936.0,123080000.0,,56.61,0.0,155.2758,155.2758,155.27577,1310.0,20919.0,5.55,37.84,56.61
2023,福州市,5400,71,9,29,16,17,1.3148148148148149,福州,152846.0,129280000.0,73.91,58.26,0.0,153.99164,177.47834,177.47834,1283.0,3128.0,,,
2013,秦皇岛市,4855,91,14,19,27,31,1.874356333676622,秦皇岛,39889.0,11687549.0,,47.03,,26.43,26.43,26.43,167.0,12327.0,,,
2014,秦皇岛市,5468,122,21,31,28,42,2.231163130943672,秦皇岛,39282.0,12000219.0,,48.01,,29.88,29.88,29.88,286.0,1986.0,,,
2015,秦皇岛市,5605,112,16,24,29,43,1.99821587867975,秦皇岛,40746.0,12504439.0,,50.2,,35.71,35.71,35.71,348.0,2150.0,,,
2016,秦皇岛市,7885,173,38,23,61,51,2.1940393151553583,秦皇岛,73755.0,13493526.0,,50.75,,42.5,42.5,42.5,464.0,3734.0,,,
2017,秦皇岛市,6678,142,33,16,48,45,2.126385145253069,秦皇岛,48356.0,15003351.0,,,,42.55,45.43,45.43,1521.0,5090.0,,,
2018,秦皇岛市,6639,118,20,16,30,52,1.7773761108600694,秦皇岛,52380.0,16355631.0,,54.43,0.0,43.149,46.1642,46.1642,1529.0,3923.13,,,
2019,秦皇岛市,5985,101,14,14,30,43,1.6875522138680032,秦皇岛,51334.0,16120000.0,,54.31,0.0,46.2873,49.3427,49.3427,1529.0,2943.59,,,
2020,秦皇岛市,6529,90,21,14,18,37,1.3784653086230665,秦皇岛,53821.0,16860000.0,,53.5,0.0,47.2367,48.79077,48.7908,676.0,22568.0,,,
2021,秦皇岛市,5433,97,17,24,29,27,1.785385606478925,秦皇岛,58774.0,18440000.0,,51.36,0.0,56.73467,58.57412,58.57412,637.0,8319.0,,,
2022,秦皇岛市,5393,88,15,20,17,36,1.631744854440942,秦皇岛,61277.0,19100000.0,,51.11,0.0,57.7425,58.809,58.809,648.0,29344.0,13.21,35.69,51.11
2023,秦皇岛市,5644,84,13,28,21,22,1.48830616583983,秦皇岛,64491.0,20010000.0,66.43,55.0,0.0,45.79155,48.17139,48.17139,639.0,5730.0,,,
2013,绍兴市,3877,70,12,11,15,32,1.8055197317513545,绍兴,89758.0,39672887.0,,42.12,16.98,51.93,68.91,68.91,303.0,3964.0,,,
2014,绍兴市,3674,46,11,4,10,21,1.2520413718018508,绍兴,86136.0,42658839.0,,43.56,26.28,49.71,75.99,75.99,375.0,1117.0,,,
2015,绍兴市,3938,52,9,3,12,28,1.3204672422549515,绍兴,90003.0,44659653.0,,45.1,32.27,49.75,82.02,82.02,395.0,1989.0,,,
2016,绍兴市,5173,113,21,17,34,41,2.184419099168761,绍兴,96204.0,47890304.0,,45.59,49.71,48.98,98.69,98.69,475.0,2477.0,,,
2017,绍兴市,5207,91,12,12,27,40,1.7476473977338198,绍兴,101588.0,50783700.0,,,46.37,38.52,87.51,87.51,518.0,1552.0,,,
2018,绍兴市,4592,72,11,4,22,35,1.56794425087108,绍兴,107853.0,54168952.0,,48.16,17.23406,67.17431,87.27275,87.27276,626.0,45002.0,,,
2019,绍兴市,4741,63,7,7,21,28,1.328833579413626,绍兴,114561.0,57810000.0,,48.46,0.0,76.25894,88.72905,88.72905,464.0,46.4,,,
2020,绍兴市,4437,61,11,5,18,27,1.3748027946810908,绍兴,113746.0,60010000.0,,51.16,0.0,79.79664,91.82722,91.82725,870.0,1200.0,,,
2021,绍兴市,5205,71,12,8,16,35,1.3640730067243036,绍兴,127875.0,67950000.0,,49.15,0.0,85.4746,101.42435,101.42435,949.0,9501.0,,,
2022,绍兴市,5550,74,11,17,20,26,1.3333333333333337,绍兴,137522.0,73510000.0,,47.74,0.0,87.59098,104.69296,104.69296,1102.0,0.0,3.31,48.95,47.74
2023,绍兴市,5223,75,11,16,17,31,1.4359563469270535,绍兴,144992.0,77910000.0,73.1,49.07,0.0,79.14879,105.86567,105.86567,1217.0,5120.0,,,
2014,绵阳市,4650,62,8,11,19,24,1.3333333333333337,绵阳,33558.0,15798910.0,,33.35,28.99,,28.99,28.99,165.0,316.0,,,
2016,绵阳市,5817,69,12,10,28,19,1.186178442496132,绵阳,38202.0,18304207.0,,36.83,40.89,,40.9,40.9,184.0,2420.0,,,
2017,绵阳市,4547,58,5,17,19,17,1.275566307455465,绵阳,43015.0,20747500.0,,,25.73,16.69,42.42,42.42,251.0,3347.0,,,
2018,绵阳市,5643,83,11,10,27,35,1.470848839269892,绵阳,47538.0,23038214.0,,46.58,12.6327,38.0478,50.6805,50.6805,271.0,10702.31,,,
2019,绵阳市,6558,97,11,13,31,42,1.479109484598963,绵阳,58685.0,28560000.0,,49.1,14.506,42.2356,56.7416,56.7416,282.0,3920.0,,,
2020,绵阳市,6800,62,10,9,14,29,0.9117647058823528,绵阳,61936.0,30100000.0,,48.67,14.08367,42.51003,56.5937,56.5937,284.0,0.0,,,
2021,绵阳市,7039,81,5,14,19,43,1.1507316380167638,绵阳,68696.0,33500000.0,,48.36,4.43799,54.39463,58.83262,58.83262,322.0,16175.0,,,
2022,绵阳市,7236,84,10,21,16,37,1.1608623548922057,绵阳,74171.0,36270000.0,,47.73,0.0,57.4038,57.4038,57.40385,313.0,13365.0,10.52,41.75,47.73
2023,绵阳市,7512,95,10,20,32,33,1.264643237486688,绵阳,82347.0,40390000.0,56.01,50.67,0.0,62.11324,62.11324,62.11324,315.0,11165.0,,,
2013,肇庆市,3554,47,5,7,14,21,1.322453573438379,肇庆,38606.0,16600720.0,,36.54,16.38,,16.38,16.59,132.0,402.0,,,
2014,肇庆市,4210,76,11,7,29,29,1.8052256532066508,肇庆,45795.0,18450647.0,,35.24,20.67,,20.67,20.67,157.0,4430.0,,,
2015,肇庆市,3952,69,8,7,19,35,1.7459514170040489,肇庆,48670.0,19700100.0,,35.1,27.76,,27.76,27.76,185.0,1166.0,,,
2016,肇庆市,5917,94,10,17,18,49,1.5886428933581207,肇庆,51178.0,20840190.0,,36.83,29.4,,29.4,29.4,216.0,1207.0,,,
2017,肇庆市,6590,113,11,26,20,56,1.714719271623672,肇庆,51464.0,21100100.0,,,35.02,,35.02,35.02,272.0,420.0,,,
2018,肇庆市,5268,80,12,15,24,29,1.518602885345482,肇庆,53267.0,22018012.0,,49.02,33.03237,0.0,33.03237,33.03243,294.0,323.16,,,
2019,肇庆市,5384,90,10,12,24,44,1.6716196136701338,肇庆,53936.0,22490000.0,,41.68,35.02148,0.0,35.02148,35.02148,297.0,4407.84,,,
2020,肇庆市,8375,82,13,15,15,39,0.9791044776119404,肇庆,56318.0,23110000.0,,42.06,3.22624,30.53036,33.7566,33.7566,327.0,226.77,,,
2021,肇庆市,7324,75,4,23,19,29,1.02403058438012,肇庆,64269.0,26500000.0,,41.13,8.29901,42.32739,50.6264,50.6264,424.0,1289.0,,,
2022,肇庆市,5213,60,7,18,16,19,1.1509687320161135,肇庆,65513.0,27050000.0,,40.36,0.46148,54.60931,55.07079,55.07086,491.0,0.0,17.98,41.66,40.36
2023,肇庆市,6070,80,9,24,23,24,1.3179571663920924,肇庆,67614.0,27930000.0,53.09,40.79,2.87342,55.43436,58.30779,58.30779,501.0,563.0,,,
2013,舟山市,4829,56,7,9,15,25,1.1596603851729137,舟山,95964.0,9308493.0,,45.5,,27.15,27.15,27.15,171.0,733.0,,,
2014,舟山市,3560,49,11,4,12,22,1.3764044943820224,舟山,88746.0,10152567.0,,48.17,,29.94,29.94,29.94,152.0,656.0,,,
2015,舟山市,3868,61,17,5,13,26,1.5770423991726992,舟山,95113.0,10928459.0,,48.7,,28.48,28.48,29.36,137.0,3526.0,,,
2016,舟山市,4450,57,10,11,13,23,1.2808988764044944,舟山,107463.0,12411989.0,,48.7,,32.87,32.87,32.87,125.0,1934.0,,,
2017,舟山市,5772,78,7,17,19,35,1.351351351351351,舟山,104882.0,12197800.0,,,,33.29,35.03,35.03,207.0,4916.0,,,
2018,舟山市,4300,65,12,13,12,28,1.5116279069767442,舟山,112490.0,13166986.0,,56.63,0.0,32.7343,34.5476,34.5476,222.0,6858.0,,,
2019,舟山市,5101,78,15,10,13,40,1.5291119388355223,舟山,116781.0,13720000.0,,54.64,0.0,32.7604,34.5864,34.5864,218.0,20438.55,,,
2020,舟山市,4715,66,10,8,14,34,1.3997879109225877,舟山,130130.0,15120000.0,,50.86,0.0,33.0787,34.6609,34.6609,217.0,5096.0,,,
2021,舟山市,6009,82,8,12,19,43,1.364619737061075,舟山,146611.0,17040000.0,,46.42,0.0,32.1764,33.778,33.778,251.0,1853.0,,,
2022,舟山市,5754,77,5,26,20,26,1.338199513381995,舟山,167134.0,19510000.0,,42.54,0.0,32.1363,33.7664,33.7664,255.0,5769.0,8.76,48.70,42.54
2023,舟山市,5736,73,8,17,9,39,1.272663877266388,舟山,179322.0,21010000.0,73.97,43.44,0.0,31.3965,33.1743,33.1743,250.0,1856.0,,,
2013,芜湖市,5122,64,8,14,12,30,1.2495119094103866,芜湖,54533.0,20995271.0,,27.75,10.46,26.2,36.66,38.11,302.0,6300.0,,,
2014,芜湖市,4999,63,9,16,11,27,1.260252050410082,芜湖,64039.0,23095488.0,,30.98,13.44,25.95,39.39,40.19,413.0,11373.0,,,
2015,芜湖市,5179,76,11,20,15,30,1.4674647615369762,芜湖,67592.0,24573234.0,,37.92,19.79,25.75,45.54,45.54,343.0,7008.0,,,
2016,芜湖市,5570,79,9,28,15,27,1.4183123877917414,芜湖,73715.0,26994385.0,,39.3,8.89,42.43,51.32,51.32,336.0,5576.0,,,
2017,芜湖市,5443,82,8,19,13,42,1.506522138526548,芜湖,80458.0,29632800.0,,,9.48,44.55,55.24,55.24,312.0,5000.0,,,
2018,芜湖市,4941,90,11,19,22,38,1.8214936247723132,芜湖,88085.0,32785317.0,,43.77,0.0,52.8996,54.7817,54.7817,368.0,14620.0,,,
2019,芜湖市,4425,103,12,14,40,37,2.327683615819209,芜湖,96154.0,36180000.0,,47.4,0.0,54.38659,59.72153,59.72154,295.0,4971.0,,,
2020,芜湖市,4070,68,10,10,20,28,1.6707616707616706,芜湖,102964.0,37530000.0,,48.07,0.0,65.90286,69.70766,69.70766,434.0,12486.44,,,
2021,芜湖市,5545,70,8,25,18,19,1.2623985572587917,芜湖,117526.0,43030000.0,,48.43,0.0,72.36191,78.87762,78.87762,441.0,9895.0,,,
2022,芜湖市,5996,65,6,26,12,21,1.0840560373582389,芜湖,121630.0,45020000.0,,48.58,0.0,68.39895,74.5926,74.5926,429.0,1235.0,3.98,47.43,48.58
2023,芜湖市,5982,65,6,26,12,21,1.0865931126713473,芜湖,126648.0,47410000.0,74.46,50.13,0.0,76.76307,84.74453,84.74453,585.0,7600.0,,,
2013,苏州市,5439,112,17,13,39,43,2.0592020592020592,苏州,124872.0,130157000.0,,45.73,40.96,104.65,145.61,145.61,2182.0,6645.0,,,
2014,苏州市,5699,122,8,15,45,54,2.140726443235655,苏州,129925.0,137608900.0,,48.43,69.46,144.41,213.87,213.87,2638.0,3120.0,,,
2015,苏州市,6834,141,12,23,40,66,2.0632133450395083,苏州,136702.0,145040700.0,,49.94,96.06,143.8,239.86,239.86,2747.0,1193.0,,,
2016,苏州市,7028,135,17,23,45,50,1.920887877063176,苏州,145556.0,154750900.0,,51.54,105.26,140.92,246.18,246.18,2977.0,91141.0,,,
2017,苏州市,6407,109,11,10,40,48,1.7012642422350557,苏州,159369.0,173195129.0,,,87.31,171.25,272.65,272.65,3247.0,2340.0,,,
2018,苏州市,6085,121,10,13,37,61,1.9884963023829088,苏州,173765.0,185974700.0,,50.81,75.04962,172.79015,247.83977,247.83978,3346.0,61394.35,,,
2019,苏州市,5903,91,13,5,22,51,1.5415890225309166,苏州,179174.0,192360000.0,,51.51,106.30136,189.81377,296.11513,296.11513,3694.0,1491.0,,,
2020,苏州市,5943,119,13,18,39,49,2.0023557126030624,苏州,158466.0,201700000.0,,52.49,23.89135,242.49314,278.34454,278.34454,4412.0,63864.0,,,
2021,苏州市,6201,88,13,14,33,28,1.4191259474278342,苏州,177505.0,227180000.0,,51.31,14.80801,250.14462,300.97691,300.97691,4773.0,0.0,,,
2022,苏州市,7064,100,8,23,39,30,1.4156285390713477,苏州,186024.0,239580000.0,,51.11,16.09508,259.96707,314.23224,314.23228,4650.0,1292.0,0.81,48.09,51.11
2023,苏州市,7058,117,11,30,40,36,1.6576933975630492,苏州,190605.0,246530000.0,82.5,52.39,0.0,269.18696,336.91596,336.91603,4735.0,1821.0,,,
2013,茂名市,3637,40,3,4,10,23,1.0998075336816058,茂名,28498.0,21601686.0,,41.37,18.18,1.53,19.71,21.01,99.0,5156.0,,,
2014,茂名市,3665,51,12,2,12,25,1.3915416098226467,茂名,38951.0,23490313.0,,43.0,,14.72,22.12,22.12,121.0,,,,
2015,茂名市,4127,59,11,6,20,22,1.4296098861158226,茂名,40324.0,24456300.0,,43.04,,14.72,22.12,22.12,122.0,,,,
2016,茂名市,4559,66,15,8,13,30,1.447685896029831,茂名,43211.0,26367435.0,,43.32,9.13,15.74,24.86,24.86,137.0,,,,
2017,茂名市,5216,111,19,8,38,46,2.1280674846625764,茂名,47116.0,29040700.0,,,,,24.15,24.15,149.0,,,,
2018,茂名市,4348,75,11,6,24,34,1.7249310027598896,茂名,49406.0,30921768.0,,45.86,0.0,22.12638,31.59638,31.5964,149.0,,,,
2019,茂名市,5441,83,12,12,17,42,1.5254548796177172,茂名,51119.0,32520000.0,,47.54,25.6956,8.2041,33.8997,33.8997,149.0,,,,
2020,茂名市,7126,104,16,12,32,44,1.4594442885209091,茂名,53311.0,32790000.0,,48.73,21.82901,20.9451,43.07422,43.07423,148.0,350.0,,,
2021,茂名市,6415,91,7,16,33,35,1.4185502727981294,茂名,59648.0,36980000.0,,46.78,0.0,37.81569,38.32948,38.32948,175.0,0.0,,,
2022,茂名市,7047,124,20,32,36,36,1.7596140201504185,茂名,62685.0,39050000.0,,45.7,0.0,37.17806,37.59456,37.59456,167.0,0.0,17.90,36.40,45.70
2023,茂名市,5548,78,8,15,24,31,1.40591204037491,茂名,63844.0,39870000.0,47.32,48.05,0.0,38.17746,38.572,38.572,198.0,0.0,,,
2013,荆州市,4732,49,7,5,12,25,1.0355029585798818,荆州,20196.0,13349300.0,,31.44,,22.38,22.38,22.38,147.0,725.0,,,
